Created as New Dataset,Natural, 7.3.
cm-1,%T
2640.00,95.66
2639.00,95.65
2638.00,95.65
2637.00,95.67
2636.00,95.69
2635.00,95.70
2634.00,95.70
2633.00,95.67
2632.00,95.63
2631.00,95.60
2630.00,95.59
2629.00,95.57
2628.00,95.56
2627.00,95.56
2626.00,95.55
2625.00,95.55
2624.00,95.55
2623.00,95.55
2622.00,95.55
2621.00,95.56
2620.00,95.57
2619.00,95.58
2618.00,95.59
2617.00,95.60
2616.00,95.60
2615.00,95.61
2614.00,95.60
2613.00,95.59
2612.00,95.57
2611.00,95.56
2610.00,95.56
2609.00,95.56
2608.00,95.56
2607.00,95.56
2606.00,95.55
2605.00,95.53
2604.00,95.52
2603.00,95.52
2602.00,95.54
2601.00,95.55
2600.00,95.55
2599.00,95.56
2598.00,95.56
2597.00,95.56
2596.00,95.58
2595.00,95.59
2594.00,95.59
2593.00,95.57
2592.00,95.55
2591.00,95.52
2590.00,95.51
2589.00,95.50
2588.00,95.51
2587.00,95.52
2586.00,95.52
2585.00,95.51
2584.00,95.50
2583.00,95.49
2582.00,95.49
2581.00,95.50
2580.00,95.51
2579.00,95.52
2578.00,95.53
2577.00,95.54
2576.00,95.56
2575.00,95.56
2574.00,95.54
2573.00,95.51
2572.00,95.49
2571.00,95.49
2570.00,95.50
2569.00,95.52
2568.00,95.52
2567.00,95.52
2566.00,95.51
2565.00,95.51
2564.00,95.51
2563.00,95.51
2562.00,95.51
2561.00,95.51
2560.00,95.51
2559.00,95.51
2558.00,95.51
2557.00,95.50
2556.00,95.51
2555.00,95.52
2554.00,95.52
2553.00,95.52
2552.00,95.51
2551.00,95.52
2550.00,95.53
2549.00,95.54
2548.00,95.54
2547.00,95.53
2546.00,95.53
2545.00,95.52
2544.00,95.53
2543.00,95.54
2542.00,95.55
2541.00,95.55
2540.00,95.54
2539.00,95.53
2538.00,95.53
2537.00,95.53
2536.00,95.53
2535.00,95.53
2534.00,95.52
2533.00,95.52
2532.00,95.51
2531.00,95.52
2530.00,95.54
2529.00,95.57
2528.00,95.58
2527.00,95.58
2526.00,95.58
2525.00,95.57
2524.00,95.54
2523.00,95.51
2522.00,95.50
2521.00,95.51
2520.00,95.54
2519.00,95.56
2518.00,95.57
2517.00,95.57
2516.00,95.56
2515.00,95.56
2514.00,95.56
2513.00,95.57
2512.00,95.58
2511.00,95.59
2510.00,95.60
2509.00,95.60
2508.00,95.60
2507.00,95.59
2506.00,95.57
2505.00,95.56
2504.00,95.56
2503.00,95.57
2502.00,95.58
2501.00,95.60
2500.00,95.62
2499.00,95.65
2498.00,95.66
2497.00,95.67
2496.00,95.67
2495.00,95.68
2494.00,95.67
2493.00,95.66
2492.00,95.63
2491.00,95.60
2490.00,95.57
2489.00,95.56
2488.00,95.57
2487.00,95.60
2486.00,95.65
2485.00,95.69
2484.00,95.72
2483.00,95.73
2482.00,95.70
2481.00,95.66
2480.00,95.63
2479.00,95.62
2478.00,95.64
2477.00,95.66
2476.00,95.68
2475.00,95.69
2474.00,95.70
2473.00,95.70
2472.00,95.70
2471.00,95.70
2470.00,95.69
2469.00,95.68
2468.00,95.66
2467.00,95.65
2466.00,95.64
2465.00,95.66
2464.00,95.68
2463.00,95.69
2462.00,95.69
2461.00,95.68
