Created as New Dataset,Natural, 14.3
cm-1,%T
2671.00,94.34
2670.00,94.34
2669.00,94.35
2668.00,94.36
2667.00,94.36
2666.00,94.37
2665.00,94.38
2664.00,94.38
2663.00,94.38
2662.00,94.36
2661.00,94.35
2660.00,94.34
2659.00,94.33
2658.00,94.32
2657.00,94.31
2656.00,94.31
2655.00,94.31
2654.00,94.31
2653.00,94.29
2652.00,94.28
2651.00,94.27
2650.00,94.26
2649.00,94.27
2648.00,94.27
2647.00,94.28
2646.00,94.28
2645.00,94.28
2644.00,94.28
2643.00,94.27
2642.00,94.25
2641.00,94.23
2640.00,94.21
2639.00,94.19
2638.00,94.17
2637.00,94.15
2636.00,94.13
2635.00,94.12
2634.00,94.13
2633.00,94.14
2632.00,94.15
2631.00,94.15
2630.00,94.14
2629.00,94.12
2628.00,94.11
2627.00,94.10
2626.00,94.09
2625.00,94.07
2624.00,94.06
2623.00,94.05
2622.00,94.04
2621.00,94.04
2620.00,94.03
2619.00,94.02
2618.00,94.03
2617.00,94.03
2616.00,94.04
2615.00,94.05
2614.00,94.05
2613.00,94.05
2612.00,94.05
2611.00,94.05
2610.00,94.05
2609.00,94.04
2608.00,94.03
2607.00,94.02
2606.00,94.02
2605.00,94.02
2604.00,94.02
2603.00,94.02
2602.00,94.03
2601.00,94.03
2600.00,94.04
2599.00,94.04
2598.00,94.04
2597.00,94.03
2596.00,94.03
2595.00,94.04
2594.00,94.05
2593.00,94.06
2592.00,94.05
2591.00,94.05
2590.00,94.04
2589.00,94.04
2588.00,94.05
2587.00,94.06
2586.00,94.06
2585.00,94.06
2584.00,94.05
2583.00,94.05
2582.00,94.04
2581.00,94.03
2580.00,94.03
2579.00,94.02
2578.00,94.00
2577.00,93.99
2576.00,93.98
2575.00,93.99
2574.00,94.00
2573.00,94.02
2572.00,94.04
2571.00,94.06
2570.00,94.07
2569.00,94.05
2568.00,94.03
2567.00,94.00
2566.00,93.99
2565.00,94.00
2564.00,94.01
2563.00,94.02
2562.00,94.02
2561.00,94.02
2560.00,94.01
2559.00,94.02
2558.00,94.03
2557.00,94.05
2556.00,94.06
2555.00,94.06
2554.00,94.05
2553.00,94.04
2552.00,94.02
2551.00,94.01
2550.00,93.99
2549.00,93.98
2548.00,93.98
2547.00,94.00
2546.00,94.02
2545.00,94.03
2544.00,94.05
2543.00,94.07
2542.00,94.09
2541.00,94.11
2540.00,94.11
2539.00,94.10
2538.00,94.09
2537.00,94.08
2536.00,94.07
2535.00,94.07
2534.00,94.06
2533.00,94.06
2532.00,94.06
2531.00,94.07
2530.00,94.08
2529.00,94.08
2528.00,94.09
2527.00,94.10
2526.00,94.11
2525.00,94.10
2524.00,94.10
2523.00,94.09
2522.00,94.10
2521.00,94.10
2520.00,94.11
2519.00,94.13
2518.00,94.15
2517.00,94.15
2516.00,94.14
2515.00,94.13
2514.00,94.13
2513.00,94.14
2512.00,94.16
2511.00,94.18
2510.00,94.19
2509.00,94.18
2508.00,94.16
2507.00,94.15
2506.00,94.14
2505.00,94.14
2504.00,94.14
2503.00,94.15
2502.00,94.16
2501.00,94.17
2500.00,94.17
2499.00,94.17
2498.00,94.17
2497.00,94.17
2496.00,94.17
2495.00,94.17
2494.00,94.17
2493.00,94.19
2492.00,94.21
2491.00,94.24
2490.00,94.25
2489.00,94.25
2488.00,94.24
2487.00,94.23
2486.00,94.22
2485.00,94.22
2484.00,94.21
2483.00,94.21
