Created as New Dataset,17.1 Raw, thrown
cm-1,%T
2720.00,98.83
2719.00,98.83
2718.00,98.82
2717.00,98.82
2716.00,98.82
2715.00,98.83
2714.00,98.83
2713.00,98.84
2712.00,98.85
2711.00,98.87
2710.00,98.88
2709.00,98.89
2708.00,98.89
2707.00,98.89
2706.00,98.89
2705.00,98.89
2704.00,98.89
2703.00,98.89
2702.00,98.90
2701.00,98.90
2700.00,98.90
2699.00,98.90
2698.00,98.90
2697.00,98.90
2696.00,98.90
2695.00,98.91
2694.00,98.93
2693.00,98.93
2692.00,98.94
2691.00,98.93
2690.00,98.93
2689.00,98.93
2688.00,98.92
2687.00,98.92
2686.00,98.92
2685.00,98.92
2684.00,98.92
2683.00,98.92
2682.00,98.92
2681.00,98.92
2680.00,98.92
2679.00,98.93
2678.00,98.93
2677.00,98.93
2676.00,98.93
2675.00,98.93
2674.00,98.94
2673.00,98.94
2672.00,98.95
2671.00,98.95
2670.00,98.95
2669.00,98.95
2668.00,98.95
2667.00,98.96
2666.00,98.95
2665.00,98.95
2664.00,98.94
2663.00,98.93
2662.00,98.92
2661.00,98.91
2660.00,98.91
2659.00,98.91
2658.00,98.91
2657.00,98.91
2656.00,98.90
2655.00,98.90
2654.00,98.90
2653.00,98.90
2652.00,98.91
2651.00,98.91
2650.00,98.90
2649.00,98.89
2648.00,98.88
2647.00,98.87
2646.00,98.87
2645.00,98.86
2644.00,98.86
2643.00,98.85
2642.00,98.84
2641.00,98.84
2640.00,98.83
2639.00,98.83
2638.00,98.82
2637.00,98.81
2636.00,98.81
2635.00,98.82
2634.00,98.83
2633.00,98.82
2632.00,98.81
2631.00,98.80
2630.00,98.79
2629.00,98.79
2628.00,98.79
2627.00,98.78
2626.00,98.77
2625.00,98.76
2624.00,98.75
2623.00,98.74
2622.00,98.73
2621.00,98.73
2620.00,98.73
2619.00,98.74
2618.00,98.74
2617.00,98.75
2616.00,98.76
2615.00,98.77
2614.00,98.76
2613.00,98.75
2612.00,98.75
2611.00,98.75
2610.00,98.76
2609.00,98.76
2608.00,98.75
2607.00,98.74
2606.00,98.73
2605.00,98.72
2604.00,98.72
2603.00,98.72
2602.00,98.71
2601.00,98.70
2600.00,98.69
2599.00,98.68
2598.00,98.68
2597.00,98.67
2596.00,98.68
2595.00,98.69
2594.00,98.71
2593.00,98.73
2592.00,98.73
2591.00,98.72
2590.00,98.70
2589.00,98.68
2588.00,98.68
2587.00,98.69
2586.00,98.69
2585.00,98.69
2584.00,98.69
2583.00,98.69
2582.00,98.70
2581.00,98.71
2580.00,98.72
2579.00,98.71
2578.00,98.69
2577.00,98.67
2576.00,98.67
2575.00,98.67
2574.00,98.67
2573.00,98.68
2572.00,98.68
2571.00,98.68
2570.00,98.68
2569.00,98.68
2568.00,98.68
2567.00,98.68
2566.00,98.68
2565.00,98.68
2564.00,98.68
2563.00,98.68
2562.00,98.68
2561.00,98.67
2560.00,98.67
2559.00,98.67
2558.00,98.67
2557.00,98.66
2556.00,98.66
2555.00,98.65
2554.00,98.65
2553.00,98.65
2552.00,98.65
2551.00,98.65
2550.00,98.66
2549.00,98.67
2548.00,98.67
2547.00,98.67
2546.00,98.66
2545.00,98.66
2544.00,98.67
2543.00,98.68
2542.00,98.68
2541.00,98.68
2540.00,98.67
2539.00,98.67
2538.00,98.66
2537.00,98.64
2536.00,98.63
2535.00,98.62
2534.00,98.62
2533.00,98.63
2532.00,98.65
2531.00,98.69
2530.00,98.72
2529.00,98.73
2528.00,98.73
2527.00,98.73
2526.00,98.73
2525.00,98.73
2524.00,98.72
2523.00,98.72
2522.00,98.70
2521.00,98.70
2520.00,98.70
2519.00,98.70
2518.00,98.70
2517.00,98.70
2516.00,98.71
2515.00,98.72
2514.00,98.73
2513.00,98.72
2512.00,98.70
2511.00,98.69
2510.00,98.70
2509.00,98.71
2508.00,98.73
2507.00,98.74
2506.00,98.74
2505.00,98.74
2504.00,98.74
2503.00,98.74
2502.00,98.73
2501.00,98.72
2500.00,98.71
2499.00,98.71
2498.00,98.71
2497.00,98.71
2496.00,98.71
2495.00,98.70
2494.00,98.70
2493.00,98.71
2492.00,98.73
2491.00,98.76
2490.00,98.77
2489.00,98.77
2488.00,98.76
2487.00,98.75
2486.00,98.74
2485.00,98.73
2484.00,98.73
2483.00,98.73
2482.00,98.73
2481.00,98.73
2480.00,98.73
2479.00,98.73
2478.00,98.73
2477.00,98.73
2476.00,98.73
2475.00,98.74
2474.00,98.75
2473.00,98.75
2472.00,98.73
2471.00,98.72
2470.00,98.72
2469.00,98.72
2468.00,98.73
2467.00,98.73
2466.00,98.74
2465.00,98.74
2464.00,98.75
2463.00,98.75
2462.00,98.74
